Anno,ISTAT_COD,PROVINCIA,COMUNE,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,PP,CS,altro,C,E,CdR,R.S.A.,COM.DOM.,COM.COM.,Macro,Rifiuto1,Rifiuto2,EER,TOTALE(Kg)
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,,,,45.685,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,45.685
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,277.130,,,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,277.130
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,36.550,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,36.550
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,,,,67.830,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,67.830
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,,,,,67.570,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Imballaggi in carta e cartone",150101,67.570
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,,,,,2.110,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,"art.238,c.10,D.Lgs.152/06 - Imballaggi in legno",150103,2.110
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,124.294,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,124.294
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,,,,,41.870,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,"art.238,c.10,D.Lgs.152/06 - Imballaggi misti",150106,41.870
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,511,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,Indumenti smessi e abbigliamento usato raccolto da Associazioni Volontariato,200110,511
2022,08033042,PC,Sarmato,08,033,042,"45,06482","9,49905",2.916,,,,,,235,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,PILE,200134,235
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,86.700,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,86.700
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,319.740,,,,20.760,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,340.500
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,58.410,,900,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,59.310
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,35.835,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,35.835
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,22.160,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,22.160
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,125.950,,,,38.590,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,164.540
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,28,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,28
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,45,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi metallici contenenti sostanze pericolose,150111,45
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,3.380,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,3.380
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,15.620,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE non pericolosi,200136,15.620
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,180,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,180
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,5.880,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,5.880
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,660,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,660
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,1.700,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,1.700
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,1.722,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,1.722
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,202,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,202
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,101,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Filtri dell'olio,160107,101
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,81.570,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,81.570
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,292.780,310.670,3.790,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,607.240
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,134.950,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,134.950
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,,,,,37.340,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Metalli ferrosi,200140,37.340
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,49.892,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,49.892
2022,08033043,PC,Travo,08,033,043,"44,85814","9,52586",2.203,,4.394,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,Indumenti smessi e abbigliamento usato raccolto da Associazioni Volontariato,200110,4.394
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,20.405,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,20.405
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,2.280,,,5.250,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,7.530
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,24.530,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,24.530
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,116.320,,,,8.500,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,124.820
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,1.950,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,1.950
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,2.350,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE non pericolosi,200136,2.350
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,80,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,80
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,1.980,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,1.980
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,1.800,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,1.800
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,76,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,76
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,18.324,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,18.324
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,791.235,3.600,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,794.835
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,1.450,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,1.450
2022,08033044,PC,Vernasca,08,033,044,"44,78785","9,84309",2.029,,,,,,26.623,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,26.623
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,180.670,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,180.670
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,404.694,,,,297.582,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,702.276
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,163.610,14.423,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,178.033
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,37.675,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,37.675
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,113.266,,,,9.920,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,123.186
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,130.738,52.529,,,25.120,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,208.387
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,363,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,363
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,237,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi metallici contenenti sostanze pericolose,150111,237
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,3.958,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,3.958
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,16.955,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE non pericolosi,200136,16.955
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,170,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,170
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,4.588,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,4.588
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,300,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,300
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,800,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,800
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,2.290,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,2.290
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,87,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,87
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,95,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Filtri dell'olio,160107,95
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,69.410,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,69.410
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,513.710,290.260,520,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,804.490
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,16.010,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,16.010
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,15.970,,,115.410,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,131.380
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,25.405,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Metalli ferrosi,200140,25.405
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,7.685,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Imballaggi in materiali ferrosi,150104,7.685
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,,11.140,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Imballaggi in carta e cartone",150101,11.140
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,,25.820,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,"art.238,c.10,D.Lgs.152/06 - Imballaggi in legno",150103,25.820
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,33.505,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,33.505
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,,167.403,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,"art.238,c.10,D.Lgs.152/06 - Imballaggi misti",150106,167.403
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,1.805,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,Indumenti smessi e abbigliamento usato raccolto da Associazioni Volontariato,200110,1.805
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,171,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,PILE,200134,171
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,,118.000,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,UTENZE ND COMPLETAMENTE fuori servizio - Carta e cartone,200101,118.000
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,,3.870,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,UTENZE ND COMPLETAMENTE fuori servizio - Imballaggi misti,150106,3.870
2022,08033045,PC,Vigolzone,08,033,045,"44,88979","9,63957",4.210,,,,,,,2.070,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,UTENZE ND COMPLETAMENTE fuori servizio - Imballaggi in plastica,150102,2.070
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,118.084,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,118.084
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,111.030,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,111.030
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,71.360,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,71.360
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,8.930,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,8.930
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,2.550,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,2.550
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,51.428,,,,12.100,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,63.528
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,27,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,27
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,42,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi metallici contenenti sostanze pericolose,150111,42
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,1.425,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,1.425
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,2.783,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE non pericolosi,200136,2.783
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,40,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,40
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,4.160,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,4.160
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,180,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,180
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,750,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,750
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,1.668,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,1.668
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,336,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,336
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,273.865,,,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,273.865
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,44.210,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,44.210
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,65.146,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,65.146
2022,08033046,PC,Villanova sull'Arda,08,033,046,"45,03006","10,01708",1.679,,,,,,145,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,PILE,200134,145
2022,08033047,PC,Zerba,08,033,047,"44,67361","9,25834",71,,3.940,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,3.940
2022,08033047,PC,Zerba,08,033,047,"44,67361","9,25834",71,,13.970,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,13.970
2022,08033047,PC,Zerba,08,033,047,"44,67361","9,25834",71,,,,,,7.670,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,7.670
2022,08033047,PC,Zerba,08,033,047,"44,67361","9,25834",71,,56.340,,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,56.340
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,119.640,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,119.640
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,89.690,,,,195.350,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,285.040
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,64.050,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,64.050
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,17.655,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,17.655
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,3.540,,,14.650,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,18.190
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,128.340,,,,42.600,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,170.940
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,108,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,108
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,210,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi metallici contenenti sostanze pericolose,150111,210
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,3.286,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,3.286
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,13.015,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE non pericolosi,200136,13.015
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,40,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,40
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,6.460,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,6.460
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,400,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,400
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,400,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,400
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,2.523,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,2.523
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,292,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,292
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,160,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Filtri dell'olio,160107,160
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,71.200,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,71.200
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,366.230,,9.950,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,376.180
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,7.010,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,7.010
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,140.625,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,140.625
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,17.800,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Metalli ferrosi,200140,17.800
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,62.800,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,62.800
2022,08033048,PC,Ziano Piacentino,08,033,048,"44,99054","9,38343",2.457,,,,,,,10,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,"art.238,c.10,D.Lgs.152/06 - Imballaggi in plastica",150102,10
2022,08033049,PC,Alta Val Tidone,08,033,049,"44,90746333","9,339346667",2.918,81.090,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,81.090
